Occurrences,Average Signal Strength (dBm),Average Bit Rate (Mbps),Mac Address
50,-63.66,24.0,04:ba:8d:f1:fc:c1
50,-51.14,24.0,50:c2:e8:c2:55:bb
50,-66.9,24.0,10:3f:44:dd:81:4d
50,-66.56,24.0,60:6e:e8:ea:33:66
50,-53.46,24.0,14:13:33:0e:1b:7f
50,-68.16,24.0,aa:ed:8d:3e:64:3b
50,-68.84,24.0,a8:fe:9d:34:4e:5b
50,-65.16,24.0,50:49:b0:b7:5f:6d
51,-68.3921568627451,24.0,24:95:2f:75:38:b1
51,-67.62745098039215,24.0,90:78:b2:b6:66:6f
51,-66.6470588235294,24.0,b8:49:6d:b6:df:b7
51,-67.05882352941177,24.0,4c:2e:b4:2e:97:9b
51,-50.450980392156865,24.0,60:30:d4:7e:05:5a
51,-66.74509803921569,24.0,7c:78:7e:22:e9:f0
51,-51.21568627450981,24.0,b0:68:e6:64:0e:e1
51,-65.50980392156863,24.0,84:f3:eb:78:bf:df
51,-68.3921568627451,24.0,c2:4a:6d:1f:54:1d
52,-67.9423076923077,24.0,54:b8:02:e1:57:89
52,-66.1923076923077,24.0,d4:8a:39:95:4f:42
52,-50.11538461538461,24.0,a8:be:27:ce:69:ba
52,-52.34615384615385,24.0,fc:b3:bc:e2:a9:c8
52,-68.26923076923077,24.0,dc:b7:2e:c0:9b:72
52,-68.78846153846153,24.0,04:b1:a1:51:ce:46
52,-62.55769230769231,6.0,70:a8:d3:bd:6b:8c
52,-51.44230769230769,24.0,78:2b:46:10:0e:b9
52,-66.4423076923077,24.0,5c:ed:f4:d6:54:a8
52,-67.38461538461539,24.0,5c:e5:0c:40:98:cd
52,-51.01923076923077,28.68483076923077,00:00:0c:07:ac:28
52,-68.13461538461539,24.0,f0:6c:5d:aa:19:2a
53,-68.47169811320755,24.0,a8:fe:9d:dc:3a:d3
53,-68.0754716981132,24.0,44:90:bb:1e:6a:ef
53,-68.67924528301887,24.0,d6:1c:de:ee:25:71
53,-66.01886792452831,24.0,90:a2:5b:03:a4:e2
54,-67.05555555555556,24.0,08:1c:6e:3e:37:a6
54,-70.14814814814815,24.0,28:c5:38:d9:5c:d2
54,-51.03703703703704,24.0,14:c2:13:12:82:02
54,-51.03703703703704,24.0,a8:8f:d9:35:6c:12
54,-64.48148148148148,24.0,a4:4b:d5:37:8f:28
55,-50.36363636363637,24.0,f4:d1:08:20:b8:5e
55,-50.654545454545456,24.0,48:68:4a:70:a2:9c
55,-64.58181818181818,24.0,f8:1a:2b:e7:1d:d1
55,-68.30909090909091,24.0,04:bd:bf:7c:e5:62
55,-65.98181818181818,24.0,10:ec:81:70:ae:e8
55,-66.4,21.318181818181817,34:b9:8d:6c:be:8e
55,-51.30909090909091,24.0,3c:a6:f6:22:69:41
55,-50.92727272727273,24.0,b0:3c:dc:89:f5:3f
55,-68.01818181818182,24.0,3c:19:5e:7e:0a:18
55,-66.8,24.0,1c:d1:07:e4:97:b7
55,-67.25454545454545,24.0,50:e7:b7:27:93:4d
55,-66.41818181818182,24.0,5c:ed:f4:83:d8:07
55,-50.70909090909091,24.0,98:dd:60:38:96:be
56,-67.60714285714286,24.0,88:b2:91:a0:38:47
56,-65.67857142857143,24.0,64:6d:2f:90:e5:e8
56,-51.964285714285715,24.0,3c:a6:f6:49:fb:95
56,-66.0,24.0,04:99:bb:68:19:3d
56,-49.785714285714285,24.0,c0:95:6d:41:ea:59
56,-66.92857142857143,24.0,20:32:c6:7e:39:e7
56,-52.80357142857143,24.0,3c:a6:f6:17:9a:96
57,-67.49122807017544,24.0,c4:df:39:ee:d8:6d
57,-64.73684210526316,24.0,b8:c7:4a:3d:a0:65
57,-67.36842105263158,24.0,2c:a7:ef:76:e9:7f
57,-65.78947368421052,24.0,70:5e:55:b9:70:eb
57,-68.54385964912281,24.0,80:ad:16:93:be:18
58,-69.56896551724138,24.0,20:f4:78:be:aa:d0
58,-65.51724137931035,24.0,b4:31:61:bc:d0:3d
58,-51.48275862068966,24.0,a0:78:17:60:66:74
58,-65.72413793103448,24.0,d0:97:fe:6f:44:79
58,-51.39655172413793,24.0,b6:6d:61:03:2c:0d
58,-53.63793103448276,24.0,a4:42:3b:37:e2:13
58,-51.36206896551724,24.0,c8:e2:65:5f:75:e4
58,-67.06896551724138,24.0,48:8a:e8:1d:63:77
59,-67.1864406779661,24.0,dc:6d:cd:e0:a7:33
59,-67.20338983050847,24.0,fc:d4:36:13:6f:84
59,-65.08474576271186,24.0,4c:4f:ee:4a:01:ec
59,-50.932203389830505,24.0,fc:e2:6c:0c:43:28
59,-67.05084745762711,24.0,4e:23:ba:3c:44:05
59,-51.66101694915254,24.0,fc:e2:6c:02:bd:e7
59,-67.01694915254237,24.0,c8:58:95:a3:c7:36
59,-50.220338983050844,24.0,36:11:f9:e7:70:19
60,-67.2,24.0,6c:7e:67:11:54:2b
60,-50.35,24.0,c0:95:6d:33:49:95
60,-65.16666666666667,24.0,28:c1:a0:cb:2e:66
60,-65.73333333333333,24.0,8a:32:23:56:9b:b1
60,-70.05,24.0,a8:4a:28:bf:ce:a4
60,-64.66666666666667,24.0,b0:4a:6a:26:f4:b0
60,-68.5,24.0,fc:d4:36:0d:cb:41
60,-65.75,24.0,10:ec:81:86:2d:60
60,-65.58333333333333,24.0,ac:c0:48:13:65:d3
60,-67.4,24.0,38:65:b2:0f:9e:f5
61,-68.80327868852459,24.0,dc:a9:04:bc:2c:3e
61,-50.67213114754098,24.0,30:89:4a:29:46:ae
61,-52.131147540983605,24.0,9c:29:76:c9:ae:a5
61,-63.77049180327869,24.0,ec:a9:07:b1:99:b7
61,-49.68852459016394,24.0,56:70:bc:af:4c:3c
61,-68.65573770491804,24.0,10:3f:44:83:67:82
61,-66.49180327868852,27.518207213114753,00:00:0c:07:ac:3c
61,-51.885245901639344,24.0,1c:57:dc:85:3d:3e
62,-69.41935483870968,24.0,44:16:fa:56:29:dc
62,-66.56451612903226,24.0,d4:8a:39:97:e6:40
62,-67.41935483870968,24.0,b8:14:4d:33:d6:34
62,-51.274193548387096,24.0,a8:7e:ea:84:c2:40
62,-68.06451612903226,24.0,f8:e7:a0:3a:d7:81
62,-68.11290322580645,24.0,6a:0a:7d:88:e3:81
63,-50.98412698412698,24.0,3c:a6:f6:34:0a:65
63,-65.25396825396825,24.0,0c:60:46:e0:0d:de
63,-67.53968253968254,24.0,24:95:2f:b3:af:29
63,-68.04761904761905,24.0,ec:28:d3:a3:af:e2
63,-55.698412698412696,21.428571428571427,14:d4:24:22:59:86
63,-52.65079365079365,24.0,6a:97:70:eb:3e:2e
63,-67.7936507936508,24.0,dc:b7:2e:8f:ef:e6
63,-69.12698412698413,24.0,f8:4d:89:cb:69:a5
63,-67.52380952380952,24.0,18:fa:b7:ae:e2:73
63,-63.142857142857146,24.0,d8:32:e3:48:ed:88
63,-67.52380952380952,24.0,f4:30:8b:70:c9:a5
63,-67.76190476190476,24.0,50:57:8a:92:06:f4
64,-69.890625,24.0,e0:1f:88:2b:b9:01
64,-66.0,24.0,28:02:2e:c6:01:b7
64,-65.4375,24.0,10:30:25:c3:50:7f
64,-67.328125,24.0,04:e5:98:ee:4f:7c
64,-67.4375,24.0,60:d4:e9:42:3a:a5
64,-65.1875,24.0,98:a5:f9:d3:96:27
64,-67.125,24.0,28:a5:3f:29:0a:e6
64,-66.046875,24.0,70:22:fe:c5:df:19
64,-68.1875,24.0,94:ad:23:b5:af:0c
64,-67.21875,24.0,18:e7:b0:93:79:8f
65,-70.03076923076924,24.0,04:bd:bf:c5:41:a3
65,-65.52307692307693,24.0,b8:37:4a:94:fa:33
65,-68.47692307692307,24.0,34:fe:77:10:ec:37
66,-67.31818181818181,24.0,f6:c0:a3:27:e7:02
66,-67.21212121212122,24.0,f0:1f:c7:9d:0e:c2
66,-49.06060606060606,24.0,e8:6f:38:2a:58:0f
66,-65.93939393939394,24.0,ac:d6:18:77:e4:37
66,-67.06060606060606,24.0,3c:6d:89:86:78:ca
67,-64.80597014925372,24.0,88:a3:03:40:8f:41
67,-51.76119402985075,24.0,2c:3b:70:5d:c6:6b
67,-66.01492537313433,24.0,fc:d4:36:1f:22:ee
68,-68.42647058823529,24.0,ac:00:7a:ae:88:64
68,-67.8970588235294,24.0,e0:80:6b:ea:2e:2a
68,-65.76470588235294,24.0,d8:32:e3:55:d5:6c
68,-53.205882352941174,24.0,50:2f:9b:16:c5:d3
68,-68.0,24.0,04:bd:bf:dc:cb:0b
68,-67.07352941176471,24.0,f0:d7:93:3d:84:5f
68,-66.82352941176471,24.0,88:52:eb:ca:a1:62
68,-68.23529411764706,24.0,60:8b:0e:ef:bb:ed
68,-68.66176470588235,24.0,04:72:95:3f:9a:71
68,-65.08823529411765,24.0,b8:c7:4a:ae:e0:a9
68,-65.58823529411765,24.0,d8:32:e3:69:62:2d
68,-69.66176470588235,24.0,a8:4a:28:81:8c:17
69,-66.76811594202898,24.0,9c:28:f7:0d:7f:d8
69,-67.79710144927536,24.0,08:1c:6e:40:a9:70
69,-67.6231884057971,24.0,a8:4a:28:eb:04:85
70,-67.75714285714285,24.0,d4:ba:fa:23:85:75
70,-67.08571428571429,24.0,e0:80:6b:76:3b:ed
70,-67.47142857142858,24.0,2c:fe:4f:f3:19:13
70,-49.885714285714286,24.0,d4:57:63:f3:70:7a
70,-50.9,24.0,dc:a2:66:01:1e:63
70,-53.957142857142856,24.0,5c:1b:f4:e8:63:97
70,-65.58571428571429,24.0,d8:dc:40:3c:5e:47
70,-64.54285714285714,24.0,fc:d9:08:b3:49:1f
70,-66.4,24.0,20:34:fb:84:33:91
70,-66.38571428571429,24.0,d0:28:ba:cf:fd:cf
70,-50.77142857142857,24.0,9c:3e:53:92:eb:8a
70,-51.714285714285715,24.0,b8:94:e7:17:85:9e
70,-68.74285714285715,24.0,d4:8a:39:0a:ea:34
71,-68.30985915492958,24.0,4a:6d:35:bf:13:52
71,-66.84507042253522,23.676056338028168,a8:ab:b5:46:c8:1b
71,-52.7887323943662,24.0,d4:3b:04:f0:ef:60
71,-48.11267605633803,24.0,06:4b:b2:58:27:0b
71,-63.436619718309856,24.0,7c:b0:73:6f:4f:f1
71,-53.29577464788732,24.0,66:42:4b:d2:d2:a2
71,-67.88732394366197,24.0,34:b9:8d:38:0b:f9
72,-68.0,24.0,24:75:3a:f6:19:79
72,-61.06944444444444,24.0,4c:e6:c0:a4:89:56
72,-65.80555555555556,24.0,ec:a9:07:be:b0:c3
72,-65.90277777777777,24.0,2c:a7:ef:99:67:95
72,-63.611111111111114,24.0,5c:10:c5:9c:73:1b
72,-51.43055555555556,24.0,24:f6:77:0e:2c:02
73,-66.67123287671232,24.0,90:a2:5b:e8:1b:41
73,-50.75342465753425,24.0,10:3d:1c:0a:ea:d8
73,-65.84931506849315,24.0,a8:5b:b7:3f:4f:3e
73,-63.6986301369863,24.0,90:78:b2:bc:d2:99
73,-66.06849315068493,24.0,04:bd:bf:33:2a:dc
73,-67.16438356164383,24.0,5c:17:cf:78:e7:de
73,-50.863013698630134,25.64991780821918,c4:91:0c:b1:c2:09
74,-51.12162162162162,24.0,e8:5a:8b:74:85:11
74,-50.32432432432432,24.0,90:e8:68:c9:98:0b
75,-49.49333333333333,24.0,30:24:32:aa:dc:46
75,-67.42666666666666,24.0,e8:5a:8b:5e:23:13
75,-52.89333333333333,24.0,70:1a:b8:3a:ac:00
75,-68.4,24.0,2c:be:eb:33:50:61
75,-67.90666666666667,24.0,30:ab:6a:2f:87:d4
75,-66.18666666666667,24.0,10:00:20:93:3d:33
75,-50.85333333333333,24.0,fc:e2:6c:1e:2c:7d
76,-66.69736842105263,24.0,5c:ed:f4:5e:e0:69
77,-65.92207792207792,24.0,76:e1:94:17:7e:28
77,-50.753246753246756,24.0,b0:be:83:40:09:ff
77,-66.97402597402598,24.0,9c:58:3c:0b:81:e8
77,-64.94805194805195,24.0,40:e9:9b:17:4c:36
77,-65.7012987012987,24.0,04:bd:bf:9c:95:0c
77,-67.16883116883118,24.0,fa:b8:33:f8:bd:6e
78,-69.3974358974359,24.0,5c:17:cf:56:81:70
78,-50.97435897435897,24.0,ac:c9:06:1c:22:d7
78,-65.88461538461539,24.0,d4:8a:39:a9:c9:4b
78,-67.58974358974359,24.0,c4:a0:52:74:66:a5
78,-51.62820512820513,24.0,08:5b:d6:86:12:a8
78,-66.61538461538461,24.0,14:88:e6:1f:95:35
78,-50.91025641025641,24.0,60:a5:e2:66:ec:11
78,-64.6923076923077,24.0,44:16:fa:34:8e:82
78,-67.82051282051282,24.0,06:5c:58:7d:90:5b
78,-68.1923076923077,24.0,80:54:9c:44:fd:9d
79,-66.89873417721519,24.0,94:17:00:e0:74:47
79,-69.18987341772151,24.0,10:82:d7:35:78:05
79,-66.68354430379746,23.765822784810126,10:ec:81:fe:72:4f
79,-68.87341772151899,22.89240506329114,18:ab:1d:9a:c9:df
79,-52.58227848101266,24.0,f4:21:ca:8c:6e:87
79,-64.70886075949367,24.0,88:1e:5a:38:e6:45
80,-67.3875,22.10625,9e:c5:7c:26:d8:7f
80,-51.4125,24.0,b0:3c:dc:d3:27:28
80,-65.3,24.0,7e:76:cf:55:c7:e0
80,-67.8125,24.0,78:64:c0:b4:d1:9d
80,-67.5875,24.0,0c:8d:ca:65:10:9d
80,-65.875,24.0,50:da:d6:9a:b4:56
81,-51.08641975308642,24.0,36:55:c2:d8:8e:8a
81,-65.90123456790124,24.0,b4:fa:48:47:85:58
81,-68.45679012345678,24.0,08:25:25:3d:15:c2
81,-67.74074074074075,24.0,d4:8a:39:95:55:cc
81,-67.48148148148148,24.0,24:11:53:e5:3b:0f
81,-66.80246913580247,24.0,1c:0d:7d:81:32:35
82,-65.51219512195122,24.0,10:ec:81:9b:a3:a6
82,-66.0,24.0,88:a3:03:7b:90:88
82,-64.9390243902439,24.0,08:1c:6e:4f:27:18
82,-65.86585365853658,24.0,8c:df:2c:c2:47:41
83,-51.71084337349398,24.0,46:8f:89:60:2a:c6
83,-59.78313253012048,48.71888674698791,5c:80:b6:92:2b:83
83,-51.144578313253014,24.0,b0:be:83:18:7a:f1
83,-53.63855421686747,22.6144578313253,c4:9d:ed:08:63:c1
83,-66.28915662650603,24.0,b4:85:e1:01:cb:cc
83,-67.36144578313252,24.0,ac:c4:bd:7c:21:67
84,-65.47619047619048,24.0,4c:20:b8:7e:4a:e5
84,-67.32142857142857,24.0,bc:6a:d1:95:3c:4b
84,-49.976190476190474,24.0,5c:e9:1e:b3:04:b7
84,-66.71428571428571,24.0,a4:f0:5e:3a:35:95
85,-55.34117647058824,24.0,14:7d:da:90:3a:b1
85,-66.56470588235294,24.0,b8:90:47:23:e4:d6
85,-68.81176470588235,24.0,2c:18:09:1b:31:4e
85,-67.47058823529412,24.0,90:78:b2:d7:c1:ec
85,-65.6,24.0,88:a3:03:79:9b:46
86,-66.77906976744185,24.0,f4:02:28:6d:52:c1
86,-51.76744186046512,24.0,c4:75:ab:d0:d4:82
87,-66.11494252873563,24.0,c0:47:54:8c:32:d9
87,-50.241379310344826,24.0,50:ed:3c:59:eb:06
87,-53.195402298850574,22.137931034482758,cc:47:40:7c:bc:ac
87,-50.701149425287355,24.0,fc:e2:6c:2a:ec:47
88,-67.43181818181819,24.0,f0:6c:5d:a2:7d:42
88,-66.2159090909091,24.0,d0:9c:ae:36:ab:fd
88,-65.45454545454545,24.0,74:f2:fa:39:ac:5e
89,-50.95505617977528,24.0,2c:3b:70:de:29:11
89,-65.0561797752809,24.0,50:e7:b7:51:95:0d
89,-66.5505617977528,24.0,3c:19:5e:aa:fe:22
89,-51.2247191011236,24.0,58:a0:23:f7:67:00
89,-66.96629213483146,24.0,f0:a3:5a:41:9f:ff
89,-67.73033707865169,24.0,86:29:c0:71:c4:d9
89,-67.42696629213484,24.0,d8:dc:40:39:4d:c6
90,-67.12222222222222,24.0,f8:10:93:98:5e:d7
90,-67.66666666666667,24.0,e0:80:6b:89:6d:2c
91,-66.5934065934066,24.0,e8:5a:8b:89:cd:2d
91,-49.76923076923077,23.494505494505493,a4:c6:f0:08:40:9a
92,-49.55434782608695,24.0,78:2b:46:92:44:29
92,-66.23913043478261,24.0,e4:ec:e8:11:04:5b
92,-50.02173913043478,24.0,ac:49:db:dd:63:4d
92,-64.71739130434783,24.0,28:02:2e:5f:c0:1b
93,-50.29032258064516,24.0,76:33:6a:c4:9e:49
93,-50.54838709677419,24.0,c4:35:d9:9c:04:52
93,-55.10752688172043,24.0,dc:21:5c:6d:66:c7
93,-50.806451612903224,24.0,c0:b5:d7:40:20:bd
93,-51.55913978494624,24.0,f8:4d:89:85:6d:b8
93,-65.96774193548387,24.0,c8:2a:dd:9f:5b:42
94,-68.1063829787234,24.0,98:09:cf:32:d2:54
94,-50.265957446808514,24.0,b0:be:83:6a:ea:30
95,-67.42105263157895,24.0,58:40:4e:e1:7a:06
95,-65.41052631578947,24.0,fc:d4:36:13:98:46
95,-67.25263157894737,24.0,0c:60:46:ba:7c:da
95,-55.27368421052632,24.0,a8:8f:d9:36:64:ad
95,-51.126315789473686,24.0,c8:94:02:81:e2:d7
96,-64.67708333333333,24.0,e0:80:6b:4c:dc:53
96,-65.63541666666667,24.0,28:c2:1f:df:fd:41
96,-68.53125,24.0,10:00:20:00:22:56
96,-67.29166666666667,24.0,90:78:b2:d5:cb:fd
97,-52.577319587628864,24.0,b4:8c:9d:91:b9:5d
97,-70.78350515463917,24.0,ec:73:79:8e:50:00
97,-51.0,31.649484536082475,70:66:55:b1:76:2b
97,-67.52577319587628,24.0,04:99:bb:20:ad:d1
98,-51.53061224489796,24.0,0c:e4:41:ee:3e:dd
98,-66.23469387755102,24.0,60:8e:08:f4:68:59
98,-50.173469387755105,24.0,50:ed:3c:55:39:da
98,-67.42857142857143,22.693877551020407,ac:45:00:0c:57:3b
98,-68.86734693877551,24.0,88:a3:03:81:51:12
98,-66.16326530612245,24.0,1c:36:bb:ba:be:84
99,-65.62626262626263,24.0,6c:d1:99:5b:5b:71
99,-67.28282828282828,24.0,3e:97:b2:c1:85:23
99,-66.26262626262626,24.0,1c:cc:d6:ec:67:7e
99,-51.61616161616162,24.0,3c:06:30:1f:63:d7
99,-67.29292929292929,24.0,a8:fe:9d:25:63:6b
100,-67.02,24.0,1c:0d:7d:75:eb:34
100,-66.33,24.0,7a:b9:74:ae:54:7c
100,-67.59,24.0,bc:6a:d1:8d:47:07
100,-51.51,24.0,38:87:d5:cc:1c:d0
100,-66.4,24.0,e8:5a:8b:4d:ad:b7
100,-49.58,24.0,58:73:d8:13:00:c9
100,-65.52,24.0,a4:55:90:3e:1a:79
101,-66.72277227722772,24.0,10:07:b6:96:35:48
101,-67.57425742574257,24.0,2c:a7:ef:9e:5a:3f
101,-50.26732673267327,24.0,5c:e9:1e:b2:4d:4a
101,-50.07920792079208,24.0,14:98:77:41:b5:7e
102,-50.61764705882353,24.0,e0:bb:9e:d7:d3:8b
103,-67.48543689320388,24.0,3c:19:5e:65:14:5e
104,-67.75,24.0,74:74:46:cd:7e:9a
104,-67.61538461538461,24.0,18:19:d6:1c:67:88
104,-50.16346153846154,24.0,34:6f:24:c0:30:f5
104,-68.03846153846153,24.0,3c:19:5e:54:49:ec
104,-66.45192307692308,24.0,f4:02:28:ff:eb:67
105,-67.07619047619048,24.0,5c:ed:f4:80:e0:9f
105,-65.06666666666666,24.0,30:bb:7d:69:46:87
106,-50.58490566037736,24.0,e0:9d:31:14:5e:f4
106,-52.15094339622642,24.0,48:e7:da:0e:0e:db
106,-67.66981132075472,24.0,1c:86:82:27:ef:58
107,-68.0,24.0,74:33:57:5e:ad:95
107,-65.83177570093459,24.0,08:25:25:ad:c1:6d
108,-65.83333333333333,24.0,e0:cc:f8:44:f9:ea
108,-50.75925925925926,24.0,b0:be:83:4e:69:e6
108,-52.30555555555556,24.0,c8:89:f3:a9:39:91
108,-66.18518518518519,24.0,04:bd:bf:82:42:a8
109,-51.23853211009175,24.0,6c:7e:67:c0:2c:55
109,-67.22935779816514,24.0,5c:8f:40:1b:f9:e7
109,-67.97247706422019,24.0,b6:fc:ec:c0:9b:33
110,-50.71818181818182,24.0,a8:8f:d9:32:70:95
110,-51.28181818181818,24.0,3c:06:30:30:82:c0
111,-53.486486486486484,24.0,16:0e:89:55:1b:5e
112,-66.4375,24.0,10:ec:81:1f:75:8e
112,-66.01785714285714,23.6875,9c:50:d1:9d:2d:b5
113,-67.42477876106194,24.0,0e:d3:45:db:a3:51
113,-67.24778761061947,24.0,f8:0f:f9:e2:88:7e
113,-53.60176991150443,31.59883185840708,20:2b:20:82:d5:d5
113,-66.29203539823008,24.0,64:11:a4:90:1c:a1
114,-66.52631578947368,24.0,8c:86:1e:61:64:28
114,-51.64912280701754,24.0,a0:29:42:4b:bc:66
114,-66.35087719298245,24.0,00:0a:f5:11:3c:57
114,-65.82456140350877,24.0,8a:12:e6:af:d6:30
115,-67.5304347826087,24.0,30:56:96:23:69:09
115,-64.51304347826087,24.0,10:ec:81:0a:0c:18
116,-66.13793103448276,24.0,fc:1d:2a:4d:4a:ac
116,-69.15517241379311,24.0,5c:ed:f4:c0:c0:ba
117,-52.00854700854701,24.0,94:b8:6d:3d:9b:cc
117,-66.82051282051282,24.0,30:bb:7d:c0:5c:47
117,-51.98290598290598,24.0,5c:e9:1e:b1:e4:c0
117,-66.52991452991454,24.0,50:49:b0:01:69:d3
117,-50.88034188034188,24.0,5c:e9:1e:b5:d3:6d
118,-66.42372881355932,24.0,8c:ec:7b:9c:ec:6d
118,-67.22881355932203,24.0,50:da:d6:8f:aa:50
118,-52.389830508474574,24.0,dc:21:5c:e4:52:fa
118,-51.11864406779661,24.0,1c:57:dc:69:e8:50
119,-68.27731092436974,24.0,30:ab:6a:fe:60:20
119,-68.23529411764706,24.0,f4:02:28:50:bf:47
120,-68.225,24.0,74:f2:fa:b1:0a:aa
120,-67.55,24.0,04:c8:07:17:9d:62
120,-66.25,24.0,5c:d0:6e:00:c9:76
121,-67.16528925619835,24.0,9c:50:d1:a7:cb:fc
121,-68.2396694214876,24.0,24:95:2f:4b:40:b8
121,-50.49586776859504,24.0,b0:be:83:21:a6:a8
121,-66.52892561983471,24.0,48:74:12:9a:e4:ab
122,-66.15573770491804,24.0,a8:ab:b5:10:a1:b8
122,-67.98360655737704,24.0,90:df:7d:51:91:71
122,-66.06557377049181,24.0,d4:3a:2c:bf:e1:9b
122,-67.90983606557377,24.0,c4:a0:52:76:7e:01
123,-68.6910569105691,24.0,d0:5a:fd:64:22:07
123,-67.08943089430895,24.0,8c:6a:3b:ea:5a:c7
123,-67.85365853658537,24.0,a0:46:5a:47:de:ba
123,-67.13821138211382,24.0,d4:3a:2c:8d:7f:dc
124,-50.58870967741935,24.0,f8:4d:89:63:06:c6
124,-49.024193548387096,24.0,c8:3d:d4:6b:41:fb
124,-66.35483870967742,24.0,48:74:12:c7:99:59
124,-50.475806451612904,24.0,3c:06:30:44:d0:02
125,-49.56,24.0,a4:cf:99:54:cd:a9
125,-68.992,24.0,18:f0:e4:91:67:75
125,-67.216,24.0,2c:9d:65:49:00:d1
125,-51.456,24.0,54:6c:eb:cb:31:0d
125,-67.872,24.0,24:95:2f:b1:ee:e1
125,-66.256,24.0,d4:63:de:72:ba:3c
125,-68.336,24.0,dc:6a:e7:20:82:69
126,-51.24603174603175,24.0,3c:22:fb:b7:59:e2
127,-67.8740157480315,24.0,bc:f7:30:b2:13:5b
127,-66.02362204724409,23.818897637795274,f8:7d:76:dd:51:42
127,-65.4251968503937,24.0,80:54:9c:81:45:f9
127,-66.85039370078741,24.0,b8:2a:a9:21:78:7a
127,-67.81889763779527,24.0,b4:31:61:e3:ac:b3
127,-66.4251968503937,24.0,04:bd:bf:bb:91:21
127,-64.22834645669292,24.0,74:f2:fa:4b:53:4a
128,-66.7265625,24.0,90:df:7d:be:58:3d
128,-66.1953125,24.0,5c:10:c5:b1:2c:81
129,-50.53488372093023,24.0,1c:57:dc:36:e4:a5
129,-67.70542635658914,24.0,fc:19:99:45:b8:8a
129,-66.10852713178295,24.0,f0:65:ae:b4:2f:68
130,-67.5,24.0,e8:5a:8b:7e:d7:11
130,-68.55384615384615,24.0,d0:5a:fd:84:da:a9
130,-68.66923076923077,24.0,a8:4a:28:31:24:ee
130,-65.61538461538461,24.0,38:6a:77:36:63:69
130,-66.77692307692308,24.0,50:49:b0:06:84:e7
132,-65.96212121212122,24.0,e8:f7:91:b9:c4:9c
133,-67.15789473684211,24.0,5c:ed:f4:65:3d:27
133,-67.64661654135338,24.0,44:e7:61:72:66:7f
133,-69.57142857142857,24.0,88:a3:03:ef:36:d7
133,-65.5187969924812,24.0,2c:9d:65:34:b4:75
134,-67.71641791044776,24.0,90:81:58:0d:de:ba
134,-71.13432835820896,24.0,00:0c:29:34:ba:c8
135,-50.03703703703704,24.0,18:3e:ef:cf:40:09
135,-67.87407407407407,24.0,f4:02:28:4b:f9:62
136,-66.40441176470588,24.0,34:b9:8d:b0:ac:d7
136,-66.91176470588235,24.0,d4:d7:cf:0f:98:fc
136,-66.15441176470588,24.0,7c:fd:6b:57:26:ea
136,-68.30147058823529,24.0,d0:49:7c:9a:17:16
136,-66.94117647058823,24.0,74:f2:fa:b8:88:1c
137,-67.31386861313868,24.0,c4:12:34:d7:0b:8c
137,-65.5036496350365,24.0,a4:55:90:2e:6e:02
137,-66.51094890510949,24.0,f0:65:ae:f8:9c:92
138,-68.22463768115942,24.0,24:95:2f:4f:f9:a2
139,-50.63309352517986,24.0,bc:d0:74:30:f2:12
139,-67.0,24.0,10:00:20:00:e9:89
139,-50.20863309352518,24.0,f0:18:98:85:1d:85
139,-50.856115107913666,23.866906474820144,4c:79:6e:41:50:d2
140,-51.17142857142857,24.0,80:65:7c:cc:14:ca
140,-66.45714285714286,24.0,50:49:b0:42:46:eb
141,-66.78014184397163,24.0,88:a3:03:e7:5c:63
141,-67.53900709219859,24.0,10:ec:81:59:39:b8
141,-50.0354609929078,23.70567375886525,02:81:58:71:26:62
142,-65.14788732394366,24.0,e0:1f:88:2c:e9:8d
142,-68.17605633802818,24.0,50:da:d6:9e:75:82
142,-49.478873239436616,24.0,8c:c6:81:d4:ba:20
142,-66.26760563380282,24.0,60:7e:c9:e2:fa:d4
142,-66.85915492957747,24.0,d4:d7:cf:a4:8b:fd
143,-65.79020979020979,24.0,2c:be:eb:30:bb:53
143,-67.26573426573427,24.0,e8:5a:8b:62:93:ed
143,-75.65734265734265,22.402097902097903,a4:55:90:44:34:1f
143,-51.72027972027972,24.0,9e:56:a4:86:0a:d1
143,-52.03496503496503,7.510489510489511,c8:94:02:ab:3e:a7
144,-66.63194444444444,24.0,fc:d4:36:1f:65:0f
144,-67.89583333333333,24.0,b4:1a:1d:f9:28:ea
144,-66.14583333333333,24.0,68:87:1c:41:28:9f
144,-68.54861111111111,23.711805555555557,80:19:70:9e:81:fa
145,-51.02068965517241,24.0,b0:be:83:14:13:93
145,-67.17931034482758,24.0,48:bc:e1:11:3e:10
145,-68.89655172413794,24.0,5c:17:cf:ce:f4:93
145,-56.744827586206895,30.64518620689655,2c:5a:0f:2f:25:ff
146,-50.43150684931507,24.0,08:6a:c5:5c:0d:8c
147,-66.37414965986395,24.0,5c:17:cf:6f:9c:57
147,-67.08843537414965,24.0,7c:fd:6b:52:0d:12
147,-68.08843537414965,24.0,9c:50:d1:8a:68:00
148,-50.898648648648646,24.0,c0:95:6d:2a:be:06
149,-67.16107382550335,24.0,48:01:c5:24:34:25
149,-67.53691275167785,24.0,30:fc:eb:84:35:38
150,-66.88666666666667,24.0,64:a2:f9:d0:17:63
150,-66.98,23.846666666666668,f0:65:ae:48:85:b8
151,-66.69536423841059,24.0,b4:31:61:2d:e0:25
152,-67.63815789473684,24.0,98:b3:79:26:a9:8e
